sms,label
"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?
",0
"Ok anyway no need to change with what you said
",0
"Sorry, I'll call later ok bye
",0
"CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
",1
"Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
",0
"Dunno y u ask me.
",0
"Greetings me, ! Consider yourself excused.
",0
"Oh did you charge camera
",0
"Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
",0
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX
",1
"3. You have received your mobile content. Enjoy
",1
"Hope you are having a great day.
",0
"Happy New Year Princess!
",0
"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished
",0
"Well thats nice. Too bad i cant eat it
",0
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p
",1
"Sac needs to carry on:)
",0
"Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!
",0
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade
",0
"Sorry that was my uncle. I.ll keep in touch
",0
"K, wait chikku..il send aftr  &lt;#&gt; mins
",0
"No..few hours before.went to hair cut .
",0
"This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
",0
"What's up bruv, hope you had a great break. Do have a rewarding semester.
",0
"Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
",0
"You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
",1
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.
",0
"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.
",0
"NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
",0
"Moji just informed me that you saved our lives. Thanks.
",0
"Cos daddy arranging time c wat time fetch ü mah...
",0
"Yes.he have good crickiting mind
",0
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088
",1
"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X
",1
"will you like to be spoiled? :)
",0
"U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
",1
"I know you mood off today
",0
"have you ever had one foot before?
",0
"Well, I meant as opposed to my drunken night of before
",0
"Usf I guess, might as well take 1 car
",0
"K.k:)when are you going?
",0
"You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
",0
", how's things? Just a quick question.
",0
"That's cool, I'll come by like  &lt;#&gt; ish
",0
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm
",1
"Too late. I said i have the website. I didn't i have or dont have the slippers
",0
"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.
",0
"Can you just come in for a sec? There's somebody here I want you to see
",0
"Later i guess. I needa do mcat study too.
",0
"URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
",1
"You still at grand prix?
",0
"U WILL SWITCH YOUR FONE ON DAMMIT!!
",0
"I will come to ur home now
",0
"Not much, just some textin'. How bout you?
",0
"Do you know where my lab goggles went
",0
"i dnt wnt to tlk wid u
",0
"No chikku nt yet.. Ya i'm free
",0
"You will be in the place of that man
",0
"Why you Dint come with us.
",0
"Yup ok...
",0
"Well its not like you actually called someone a punto. That woulda been worse.
",0
"HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
",1
"K...k:)why cant you come here and search job:)
",0
"Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
",0
"Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
",1
"Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
",1
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us
",0
"How are you. Wish you a great semester
",0
"All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
",0
"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""
",0
"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.
",0
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call
",1
"Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
",0
"HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
",0
"Oooh bed ridden ey? What are YOU thinking of?
",0
"Already am squatting is the new way of walking
",0
"You unbelievable faglord
",0
"You dont know you jabo me abi.
",0
"No my blankets are sufficient, thx
",0
"Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...
",0
"Y cant u try new invention to fly..i'm not joking.,
",0
"Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
",0
"No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
",0
"So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
",0
"Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?
",0
"At WHAT TIME should i come tomorrow
",0
"WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
",0
"Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
",0
"Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
",0
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603
",1
"Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
",0
"Hhahhaahahah rofl wtf nig was leonardo in your room or something
",0
"Hi Harish's rent has been transfred to ur Acnt.
",0
"Aight, lemme know what's up
",0
"Are you still playing with gautham?
",0
"Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
",0
"Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
",0
"I'll be at mu in like  &lt;#&gt;  seconds
",0
"There are no other charges after transfer charges and you can withdraw anyhow you like
",0
"I can ask around but there's not a lot in terms of mids up here
",0
"Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
",0
"S:)but he had some luck.2 catches put down:)
",0
"Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
",0
"But pls dont play in others life.
",0
"An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
",0
"I've reached sch already...
",0
"Yes.i'm in office da:)
",0
"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else
",0
"No i am not having not any movies in my laptop
",0
"""alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.""
",0
"Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
",0
"""Speak only when you feel your words are better than the silence..."" Gud mrng:-)
",0
"Ok thanx...
",0
"Serious? What like proper tongued her
",0
"Are you going to write ccna exam this week??
",0
"YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
",1
"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.
",0
"Yeah we wouldn't leave for an hour at least, how's 4 sound?
",0
"Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
",0
"How much did ur hdd casing cost.
",0
"Nobody names their penis a girls name this story doesn't add up at all
",0
"Hey gals...U all wanna meet 4 dinner at nìte? 
",0
"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! 
",0
"Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
",1
"Total video converter free download type this in google search:)
",0
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription
",1
"Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
",0
"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.
",0
"Rofl betta invest in some  anti aging products
",0
"Yupz... I've oredi booked slots 4 my weekends liao... 
",0
"How much r ü willing to pay?
",0
"Yeah whatever lol
",0
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.
",0
"I wonder if your phone battery went dead ? I had to tell you, I love you babe
",0
"(That said can you text him one more time?)
",0
"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu
",0
"Anytime lor...
",0
"""HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.""
",0
"That's cause your old. I live to be high.
",0
"I dont have i shall buy one dear
",0
"Thanks for this hope you had a good day today
",0
"Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
",1
"How i noe... Did ü specify da domain as nusstu... Ü still in sch...
",0
"Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
",1
"I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
",0
"Dear i am not denying your words please
",0
"A few people are at the game, I'm at the mall with iouri and kaila
",0
"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.
",0
"Did you get any gift? This year i didnt get anything. So bad
",0
"Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
",1
"I WILL CAL YOU SIR. In meeting
",0
"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe
",0
"Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
",0
"idc get over here, you are not weaseling your way out of this shit twice in a row
",0
"Not..tel software name..
",0
"If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
",0
"Sleeping nt feeling well
",0
"Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
",0
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... 
",0
"U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
",1
"You can jot down things you want to remember later.
",0
"At 4. Let's go to bill millers
",0
"Just finished eating. Got u a plate. NOT leftovers this time.
",0
"But am going to college pa. What to do. are else ill come there it self. Pa.
",0
"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit
",0
"5 nights...We nt staying at port step liao...Too ex
",0
"Well. Balls. Time to make calls
",0
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm
",1
"Just sent it. So what type of food do you like?
",0
"Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082
",1
"I'm e person who's doing e sms survey...
",0
"No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
",0
"Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
",0
"NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
",0
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.
",0
"I have no idea where you are
",0
"I though we shd go out n have some fun so bar in town or something – sound ok?
",0
"Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
",1
"U buy newspapers already?
",0
"WHITE FUDGE OREOS ARE IN STORES
",0
"Then mum's repent how?
",0
"R we going with the  &lt;#&gt;  bus?
",0
"Good Morning my Dear........... Have a great &amp; successful day.
",0
"I‘ll leave around four, ok?
",0
"One small prestige problem now.
",0
"I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
",0
"Good morning princess! How are you?
",0
"Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
",0
"Lol your always so convincing.
",0
"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna
",0
"Guessin you ain't gonna be here before 9?
",0
"Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 
",0
"Haha okay... Today weekend leh... 
",0
"Ok how you dear. Did you call chechi
",0
"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""
",0
"Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
",0
"My uncles in Atlanta. Wish you guys a great semester.
",0
"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!
",0
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062
",1
"U still going to the mall?
",0
"Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
",0
"Come by our room at some point so we can iron out the plan for this weekend
",0
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)
",0
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.
",0
"Y bishan lei... I tot ü say lavender? 
",0
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available
",1
"Still work going on:)it is very small house.
",0
"Yes. Rent is very expensive so its the way we save.
",0
"Ü ready then call me...
",0
"No no. I will check all rooms befor activities
",0
"Also maaaan are you missing out
",0
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...
",0
"Oh dang! I didn't mean o send that to you! Lol!
",0
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.
",0
"It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)
",0
"Ü dun wan to watch infernal affair?
",0
"Haha... Hope ü can hear the receipt sound... Gd luck!
",0
"Why didn't u call on your lunch?
",0
"What's a feathery bowa? Is that something guys have that I don't know about?
",0
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!
",0
"Captain is in our room:)
",0
"""NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT""
",0
"Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
",0
"Howz that persons story
",0
"Hey babe! I saw you came online for a second and then you disappeared, what happened ?
",0
"Doing nothing, then u not having dinner w us?
",0
"Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
",1
"He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
",0
"Hey i've booked the 2 lessons on sun liao...
",0
"If I was I wasn't paying attention
",0
"Yup. Wun believe wat? U really neva c e msg i sent shuhui?
",0
"Will be out of class in a few hours. Sorry
",0
"I think its far more than that but find out. Check google maps for a place from your dorm.
",0
"Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
",0
"Thought praps you meant another one. Goodo! I'll look tomorrow 
",0
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins
",0
"Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
",0
"K I'll be sure to get up before noon and see what's what
",0
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE
",1
"Love you aathi..love u lot..
",0
"Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
",0
"Go chase after her and run her over while she's crossing the street
",0
"okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
",1
"Do u noe how 2 send files between 2 computers?
",0
"I wish u were here. I feel so alone
",0
"Tell me something. Thats okay.
",0
"Nope. Since ayo travelled, he has forgotten his guy
",0
"Hey! There's veggie pizza... :/
",0
"Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
",0
"Well, i'm glad you didn't find it totally disagreeable ... Lol
",0
"Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
",0
"Still in the area of the restaurant. Ill try to come back soon
",0
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)
",0
"Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.
",0
"I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
",0
"Wait 2 min..stand at bus stop
",0
"Gud mrng dear have a nice day
",0
"R u here yet? I'm wearing blue shirt n black pants.
",0
"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like
",0
"Aight do you still want to get money
",0
"I'm at work. Please call
",0
"Thanx...
",0
"Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
",0
"Ok c ü then.
",0
"Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
",0
"Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
",0
"Already one guy loving you:-.
",0
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!
",0
"Aight ill get on fb in a couple minutes
",0
"Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
",1
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP
",1
"Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
",0
"Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
",0
"Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
",0
"Great. I'm in church now, will holla when i get out
",0
"Wat uniform? In where get?
",0
"So gd got free ice cream... I oso wan...
",0
"Sorry, I'll call later
",0
"Then u going ikea str aft dat?
",0
"As usual..iam fine, happy &amp; doing well..:)
",0
"Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
",0
"See you there! 
",0
"Can do lor...
",0
"My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
",0
"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad
",0
"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at
",0
"Oh... Icic... K lor, den meet other day...
",0
"""Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx""
",0
"Oh just getting even with u.... u?
",0
"I am in a marriage function
",0
"That's one of the issues but california is okay. No snow so its manageable
",0
"How's ur paper?
",0
"No worries, hope photo shoot went well. have a spiffing fun at workage. 
",0
"Now press conference da:)
",0
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16
",1
"Really good:)dhanush rocks once again:)
",0
"Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
",0
"Be sure to check your yahoo email. We sent photos yesterday
",0
"I gotta collect da car at 6 lei.
",0
"i want to grasp your pretty booty :)
",0
"lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
",1
"K:)eng rocking in ashes:)
",0
"No probs hon! How u doinat the mo?
",0
"Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
",0
"Si si. I think ill go make those oreo truffles.
",0
"""BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.""
",0
"Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
",0
"What about this one then.
",0
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!
",0
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!
",1
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy 
",1
"Have you been practising your curtsey?
",0
"Ok but tell me half an hr b4 u come i need 2 prepare.
",0
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk
",1
"I'll probably be around mu a lot
",0
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!
",0
"Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
",0
"No calls..messages..missed calls
",0
"Anything lor but toa payoh got place 2 walk meh...
",0
"Just looked it up and addie goes back Monday, sucks to be her
",0
"Any way where are you and what doing.
",0
"I wont. So wat's wit the guys
",0
"Hey u still at the gym?
",0
"Aight, see you in a bit
",0
"Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
",0
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16
",1
"Ok. There may be a free gym about.
",0
"Ok going to sleep. Hope i can meet her.
",0
"Sorry, I'll call later
",0
"Ü give me some time to walk there.
",0
"And several to you sir.
",0
"At home also.
",0
"Great! I have to run now so ttyl!
",0
"YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
",1
"In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
",0
"BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
",1
"87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
",1
"I'm in chennai velachery:)
",0
"Hasn't that been the pattern recently crap weekends?
",0
"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?
",0
"What you need. You have a person to give na.
",0
"Only once then after ill obey all yours.
",0
"Rats. Hey did u ever vote for the next themes?
",0
"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday
",0
"I'm still pretty weak today .. Bad day ?
",0
"I dont thnk its a wrong calling between us
",0
"Dunno lei shd b driving lor cos i go sch 1 hr oni.
",0
"No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
",0
"We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
",1
"R u sure they'll understand that! Wine * good idea just had a slurp!
",0
"Oh baby of the house. How come you dont have any new pictures on facebook
",0
"Oops I did have it,  &lt;#&gt; ?
",0
"Fine am simply sitting.
",0
"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.
",0
"sorry brah, just finished the last of my exams, what up
",0
"if you text on your way to cup stop that should work. And that should be BUS
",0
"No calls..messages..missed calls
",0
"8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
",1
"U studying in sch or going home? Anyway i'll b going 2 sch later.
",0
"Sorry completely forgot * will pop em round this week if your still here?
",0
"Eatin my lunch...
",0
"HMM yeah if your not too grooved out! And im looking forward to my pound special :)
",0
"Have a good trip. Watch out for . Remember when you get back we must decide about easter.
",0
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?
",0
"My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
",0
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""
",0
"This is one of the days you have a billion classes, right?
",0
"Ok...
",0
"U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
",0
"But i'm surprised she still can guess right lor...
",0
"Dude just saw a parked car with its sunroof popped up. Sux
",0
